day,n_eo,vsi_mean,vsi_std,vsi_min,vsi_p05,vsi_p95,vsi_cv,vsi_range,vsi_entropy,vsi_sag_frac,idle_vsi_mean,cruise_vsi_mean,resting_vsi_mean,crank_vsi_min,ged2_cnt,ged2_frac,sma_starts,rpm_mean,dtf,vin_label
2,38,27.29579,1.0354387,21.39,26.679999351501465,27.799999237060547,0.037934005,1.119999885559082,1.433517592215437,0.02631578947368421,27.455404,,23.7,21.39,0,0.0,1,590.9695,625.0,VIN2_F_ALT
12,27,27.657036,0.35608786,27.0,27.200000762939453,28.140000534057616,0.012875128,0.9399997711181634,1.5026786793566274,0.0,27.502104,,24.0,,0,0.0,0,1085.9541,615.0,VIN2_F_ALT
21,1945,27.806015,0.3383395,26.39,27.0,28.200000762939453,0.012167853,1.2000007629394531,1.3369857286387425,0.0,27.54812,27.92947,25.593437,,0,0.0,0,788.3278,606.0,VIN2_F_ALT
22,116,28.161983,0.08280144,28.0,28.0,28.200000762939453,0.002940185,0.20000076293945312,0.04956265005659083,0.0,28.1438,,,,0,0.0,0,750.3328,605.0,VIN2_F_ALT
34,896,28.035915,0.13801673,25.6,28.0,28.200000762939453,0.0049228542,0.20000076293945312,0.19368208921160962,0.0,28.038204,28.064617,24.596775,,0,0.0,0,696.76355,593.0,VIN2_F_ALT
35,966,27.97677,0.23961806,22.39,27.799999237060547,28.200000762939453,0.008564894,0.40000152587890625,0.5857951671696154,0.0010351966873706005,27.97826,,24.435003,18.2,0,0.0,1,610.08167,592.0,VIN2_F_ALT
36,1305,27.866352,0.3613675,20.8,27.0,28.200000762939453,0.01296788,1.2000007629394531,1.0647586808371985,0.0007662835249042146,27.843498,28.009092,25.152122,20.8,0,0.0,0,676.7822,591.0,VIN2_F_ALT
37,8425,28.062622,0.112783395,26.2,28.0,28.200000762939453,0.00401899,0.20000076293945312,0.13542071526110908,0.0,28.08216,27.993397,24.933334,19.8,0,0.0,1,711.80414,590.0,VIN2_F_ALT
38,4905,28.120285,0.10056121,27.8,28.0,28.200000762939453,0.0035761092,0.20000076293945312,0.03933296065063636,0.0,28.117048,,25.491667,,0,0.0,0,663.1453,589.0,VIN2_F_ALT
39,6504,28.087915,0.106854625,26.6,28.0,28.200000762939453,0.0038042918,0.20000076293945312,0.08030868262277803,0.0,28.099115,28.08323,25.4,,0,0.0,0,848.1326,588.0,VIN2_F_ALT
40,10350,28.016657,0.20482783,26.6,27.799999237060547,28.200000762939453,0.0073109306,0.40000152587890625,0.3552007772392903,0.0,27.876423,28.051695,25.017063,26.0,0,0.0,1,1152.5686,587.0,VIN2_F_ALT
41,8292,28.095755,0.11510316,25.2,28.0,28.200000762939453,0.0040968168,0.20000076293945312,0.06713358872277468,0.0,28.114166,28.054804,24.6,17.0,0,0.0,0,1080.1172,586.0,VIN2_F_ALT
42,5902,28.103453,0.107361905,27.39,28.0,28.200000762939453,0.0038202389,0.20000076293945312,0.0891910240610895,0.0,28.133049,28.059858,25.6,,0,0.0,0,921.1468,585.0,VIN2_F_ALT
43,7595,28.116076,0.11540661,25.6,28.0,28.200000762939453,0.0041046487,0.20000076293945312,0.05447869123865221,0.0,28.15171,28.046133,24.614895,,0,0.0,0,825.23535,584.0,VIN2_F_ALT
44,8255,28.092775,0.12531096,23.39,28.0,28.200000762939453,0.0044606114,0.20000076293945312,0.11284427849187141,0.00012113870381586917,28.110394,28.10328,24.656921,23.39,0,0.0,2,939.3441,583.0,VIN2_F_ALT
45,8874,28.099115,0.11225907,26.0,28.0,28.200000762939453,0.0039951103,0.20000076293945312,0.10269845137829321,0.0,28.122345,28.039032,25.396667,,0,0.0,0,1048.7717,582.0,VIN2_F_ALT
46,7949,28.109196,0.105529495,27.0,28.0,28.200000762939453,0.0037542693,0.20000076293945312,0.0651414952419394,0.0,28.123665,28.038536,25.481304,21.0,0,0.0,1,743.7062,581.0,VIN2_F_ALT
47,5330,28.120224,0.12747431,22.39,28.0,28.200000762939453,0.00453319,0.20000076293945312,0.042282464752995685,0.0001876172607879925,28.143404,28.013853,24.638094,22.39,0,0.0,1,699.6945,580.0,VIN2_F_ALT
48,6483,28.115473,0.10373966,26.6,28.0,28.200000762939453,0.003689771,0.20000076293945312,0.038982819296563505,0.0,28.118076,28.133104,25.354445,25.6,0,0.0,1,1038.9103,579.0,VIN2_F_ALT
49,7984,28.098372,0.12548672,22.6,28.0,28.200000762939453,0.004465978,0.20000076293945312,0.06689300064992094,0.000125250501002004,28.124498,28.054495,24.509117,,0,0.0,0,856.7587,578.0,VIN2_F_ALT
50,5092,28.111732,0.11563876,25.39,28.0,28.200000762939453,0.004113541,0.20000076293945312,0.11508266987344858,0.0,28.102636,28.142931,24.6,,0,0.0,0,749.6198,577.0,VIN2_F_ALT
51,7872,28.092834,0.1384877,21.6,28.0,28.200000762939453,0.004929645,0.20000076293945312,0.16142736399738652,0.00012703252032520327,28.091198,,25.21515,21.6,0,0.0,1,631.5105,576.0,VIN2_F_ALT
52,6283,28.025719,0.10937929,26.39,27.799999237060547,28.200000762939453,0.0039028185,0.40000152587890625,0.29948959915632545,0.0,28.076365,27.995392,26.2475,,0,0.0,0,1010.51526,575.0,VIN2_F_ALT
53,11432,28.08513,0.111782074,25.2,28.0,28.200000762939453,0.003980116,0.20000076293945312,0.09863813768121976,0.0,28.10523,28.04963,,,0,0.0,0,879.08264,574.0,VIN2_F_ALT
54,2619,28.094612,0.10900673,26.39,28.0,28.200000762939453,0.0038799872,0.20000076293945312,0.05905102169121282,0.0,28.092058,28.2,24.639671,,0,0.0,0,635.1174,573.0,VIN2_F_ALT
55,9890,27.990847,0.3679384,25.8,27.600000381469727,28.200000762939453,0.013144954,0.6000003814697266,0.418159318939189,0.0,27.95182,28.030457,26.13,,0,0.0,0,894.3729,572.0,VIN2_F_ALT
56,8911,28.11433,0.10920337,26.0,28.0,28.200000762939453,0.00388426,0.20000076293945312,0.0646285160624116,0.0,28.12418,28.030107,25.063478,20.8,0,0.0,1,689.8562,571.0,VIN2_F_ALT
57,12656,28.065613,0.11131533,26.2,28.0,28.200000762939453,0.0039662533,0.20000076293945312,0.1715647954670257,0.0,28.084723,27.992723,24.898306,,0,0.0,0,934.5879,570.0,VIN2_F_ALT
58,11749,28.02281,0.09060738,26.8,27.799999237060547,28.200000762939453,0.0032333438,0.40000152587890625,0.20028231765514512,0.0,28.037846,28.019512,24.8,,0,0.0,0,1085.7103,569.0,VIN2_F_ALT
59,6046,28.074694,0.11357951,26.39,28.0,28.200000762939453,0.0040456187,0.20000076293945312,0.16355734165102104,0.0,28.086277,28.025108,24.628633,,0,0.0,0,835.9412,568.0,VIN2_F_ALT
60,5601,28.089087,0.123031385,25.8,28.0,28.200000762939453,0.004380042,0.20000076293945312,0.14060831648408018,0.0,28.087208,28.085674,24.751112,,0,0.0,0,736.90717,567.0,VIN2_F_ALT
61,11249,28.056982,0.11159446,25.6,28.0,28.200000762939453,0.003977422,0.20000076293945312,0.17880619501012052,0.0,28.108667,28.016243,21.2,21.2,0,0.0,0,1005.0656,566.0,VIN2_F_ALT
62,5556,28.068827,0.12337967,23.8,28.0,28.200000762939453,0.004395612,0.20000076293945312,0.1242909638512727,0.00017998560115190784,28.105608,28.025137,24.484322,,0,0.0,0,921.02924,565.0,VIN2_F_ALT
63,1104,28.14185,0.10249251,26.6,28.0,28.200000762939453,0.0036419963,0.20000076293945312,0.026017834145815606,0.0,28.14096,,24.289232,,0,0.0,0,622.43286,564.0,VIN2_F_ALT
64,3548,28.094477,0.18872358,21.6,28.0,28.200000762939453,0.006717462,0.20000076293945312,0.12858839009435272,0.0005636978579481398,28.104576,28.059006,24.677986,21.6,0,0.0,1,808.41846,563.0,VIN2_F_ALT
65,10759,28.049557,0.10418651,26.6,28.0,28.200000762939453,0.0037143729,0.20000076293945312,0.15704769122950402,0.0,28.049435,28.049728,24.6215,25.8,0,0.0,1,1044.35,562.0,VIN2_F_ALT
66,4901,28.061907,0.10989626,26.2,28.0,28.200000762939453,0.0039162077,0.20000076293945312,0.1531756891350711,0.0,28.069311,28.033333,24.8,,0,0.0,0,772.09827,561.0,VIN2_F_ALT
67,8317,28.04196,0.11194944,25.6,27.799999237060547,28.200000762939453,0.0039922115,0.40000152587890625,0.22330569092513983,0.0,28.053476,28.024963,24.869602,,0,0.0,0,876.89307,560.0,VIN2_F_ALT
68,8072,28.109613,0.132225,20.8,28.0,28.200000762939453,0.004703907,0.20000076293945312,0.048729902764008806,0.0001238850346878097,28.108032,,24.86077,20.8,0,0.0,1,641.2787,559.0,VIN2_F_ALT
69,11006,28.095402,0.10699664,27.6,28.0,28.200000762939453,0.0038083328,0.20000076293945312,0.09140861460953531,0.0,28.11276,28.070747,25.7,,0,0.0,0,820.7166,558.0,VIN2_F_ALT
70,11994,28.070866,0.12533058,21.2,28.0,28.200000762939453,0.004464792,0.20000076293945312,0.12140174372282017,8.337502084375521e-05,28.113884,28.035255,24.829575,20.8,0,0.0,2,1122.2971,557.0,VIN2_F_ALT
71,7161,28.088116,0.12717344,21.8,28.0,28.200000762939453,0.00452766,0.20000076293945312,0.048487170013391,0.00013964530093562352,28.117826,28.0721,24.615183,21.8,0,0.0,0,1063.0267,556.0,VIN2_F_ALT
72,3875,28.123613,0.12670092,26.6,28.0,28.200000762939453,0.004505144,0.20000076293945312,0.21924839628763707,0.0,28.123297,,24.250315,,0,0.0,0,609.1803,555.0,VIN2_F_ALT
73,7475,28.04651,0.17769296,21.6,27.799999237060547,28.200000762939453,0.0063356534,0.40000152587890625,0.531759137797396,0.00013377926421404682,28.102444,27.857712,25.389538,20.2,0,0.0,1,785.0577,554.0,VIN2_F_ALT
